"stock_id";"warehouse_id";"gift_id";"quantity"
"183";"2";"83";"56"
"184";"2";"84";"84"
"185";"2";"85";"81"
"186";"2";"86";"86"
"187";"2";"87";"71"
"188";"2";"88";"54"
"189";"2";"89";"71"
"190";"2";"90";"24"
"191";"2";"91";"59"
"192";"2";"92";"33"
"193";"2";"93";"65"
"194";"2";"94";"20"
"195";"2";"95";"31"
"196";"2";"96";"87"
"197";"2";"97";"68"
"198";"2";"98";"72"
"199";"2";"99";"13"
"200";"2";"100";"41"
"201";"3";"1";"55"
"202";"3";"2";"69"
"203";"3";"3";"0"
"204";"3";"4";"46"
"205";"3";"5";"36"
"206";"3";"6";"69"
"207";"3";"7";"88"
"208";"3";"8";"25"
"209";"3";"9";"63"
"210";"3";"10";"80"
"211";"3";"11";"71"
"212";"3";"12";"83"
"213";"3";"13";"61"
"214";"3";"14";"80"
"215";"3";"15";"53"
"216";"3";"16";"100"
"217";"3";"17";"59"
"218";"3";"18";"93"
"219";"3";"19";"30"
"220";"3";"20";"26"
"221";"3";"21";"76"
"222";"3";"22";"32"
"223";"3";"23";"85"
"224";"3";"24";"91"
"225";"3";"25";"81"
"226";"3";"26";"60"
"227";"3";"27";"77"
"228";"3";"28";"23"
"229";"3";"29";"42"
"230";"3";"30";"40"
"231";"3";"31";"12"
"232";"3";"32";"38"
"233";"3";"33";"30"
"234";"3";"34";"94"
"235";"3";"35";"22"
"236";"3";"36";"61"
"237";"3";"37";"46"
"238";"3";"38";"74"
"239";"3";"39";"93"
"240";"3";"40";"22"
"241";"3";"41";"37"
"242";"3";"42";"82"
"243";"3";"43";"84"
"244";"3";"44";"17"
"245";"3";"45";"98"
"246";"3";"46";"84"
"247";"3";"47";"32"
"248";"3";"48";"79"
"249";"3";"49";"32"
"250";"3";"50";"22"
"251";"3";"51";"36"
"252";"3";"52";"20"
"253";"3";"53";"35"
"254";"3";"54";"69"
"255";"3";"55";"25"
"256";"3";"56";"11"
"257";"3";"57";"19"
"258";"3";"58";"11"
"259";"3";"59";"59"
"260";"3";"60";"65"
"261";"3";"61";"75"
"262";"3";"62";"58"
"263";"3";"63";"100"
"264";"3";"64";"49"
"265";"3";"65";"42"
"266";"3";"66";"69"
"267";"3";"67";"99"
"268";"3";"68";"15"
"269";"3";"69";"40"
"270";"3";"70";"87"
"271";"3";"71";"97"
"272";"3";"72";"99"
"273";"3";"73";"12"
"274";"3";"74";"71"
"275";"3";"75";"37"
"276";"3";"76";"76"
"277";"3";"77";"19"
"278";"3";"78";"37"
"279";"3";"79";"18"
"280";"3";"80";"75"
"281";"3";"81";"49"
"282";"3";"82";"79"
"283";"3";"83";"85"
"284";"3";"84";"92"
"285";"3";"85";"86"
"286";"3";"86";"75"
"287";"3";"87";"31"
"288";"3";"88";"74"
"289";"3";"89";"24"
"290";"3";"90";"97"
"291";"3";"91";"60"
"292";"3";"92";"98"
"293";"3";"93";"97"
"294";"3";"94";"90"
"295";"3";"95";"32"
"296";"3";"96";"91"
"297";"3";"97";"63"
"298";"3";"98";"99"
"299";"3";"99";"15"
"300";"3";"100";"85"
"301";"4";"1";"96"
"302";"4";"2";"81"
"303";"4";"3";"1"
"304";"4";"4";"98"
"305";"4";"5";"89"
"306";"4";"6";"34"
"307";"4";"7";"65"
"308";"4";"8";"77"
"309";"4";"9";"100"
"310";"4";"10";"27"
"311";"4";"11";"80"
"312";"4";"12";"61"
"313";"4";"13";"81"
"314";"4";"14";"92"
"315";"4";"15";"32"
"316";"4";"16";"17"
"317";"4";"17";"25"
"318";"4";"18";"59"
"319";"4";"19";"53"
"320";"4";"20";"70"
"321";"4";"21";"17"
"322";"4";"22";"97"
"323";"4";"23";"72"
"324";"4";"24";"39"
"325";"4";"25";"83"
"326";"4";"26";"11"
"327";"4";"27";"84"
"328";"4";"28";"78"
"329";"4";"29";"98"
"330";"4";"30";"40"
"331";"4";"31";"14"
"332";"4";"32";"87"
"333";"4";"33";"15"
"334";"4";"34";"66"
"335";"4";"35";"79"
"336";"4";"36";"82"
"337";"4";"37";"61"
"338";"4";"38";"57"
"339";"4";"39";"87"
"340";"4";"40";"47"
"341";"4";"41";"21"
"342";"4";"42";"18"
"343";"4";"43";"68"
"344";"4";"44";"75"
"345";"4";"45";"38"
"346";"4";"46";"12"
"347";"4";"47";"22"
"348";"4";"48";"44"
"349";"4";"49";"38"
"350";"4";"50";"67"
"351";"4";"51";"67"
"352";"4";"52";"72"
"353";"4";"53";"100"
"354";"4";"54";"34"
"355";"4";"55";"62"
"356";"4";"56";"24"
"357";"4";"57";"45"
"358";"4";"58";"59"
"359";"4";"59";"81"
"360";"4";"60";"59"
"361";"4";"61";"39"
"362";"4";"62";"98"
"363";"4";"63";"24"
"364";"4";"64";"85"
"365";"4";"65";"56"
"366";"4";"66";"89"
"367";"4";"67";"33"
"368";"4";"68";"96"
"369";"4";"69";"95"
"370";"4";"70";"53"
"371";"4";"71";"46"
"372";"4";"72";"74"
"373";"4";"73";"53"
"374";"4";"74";"83"
"375";"4";"75";"90"
"376";"4";"76";"80"
"377";"4";"77";"99"
"378";"4";"78";"50"
"379";"4";"79";"46"
"380";"4";"80";"58"
"381";"4";"81";"82"
"382";"4";"82";"27"
"383";"4";"83";"27"
"384";"4";"84";"63"
"385";"4";"85";"70"
"386";"4";"86";"10"
"387";"4";"87";"38"
"388";"4";"88";"90"
"389";"4";"89";"27"
"390";"4";"90";"49"
"391";"4";"91";"10"
"392";"4";"92";"57"
"393";"4";"93";"87"
"394";"4";"94";"17"
"395";"4";"95";"63"
"396";"4";"96";"15"
"397";"4";"97";"28"
"398";"4";"98";"35"
"399";"4";"99";"65"
"400";"4";"100";"15"
"401";"5";"1";"37"
"402";"5";"2";"69"
"403";"5";"3";"3"
"404";"5";"4";"49"
"405";"5";"5";"100"
"406";"5";"6";"56"
"407";"5";"7";"0"
"408";"5";"8";"18"
"409";"5";"9";"53"
"410";"5";"10";"76"
"411";"5";"11";"62"
"412";"5";"12";"37"
"413";"5";"13";"32"
"414";"5";"14";"42"
"415";"5";"15";"27"
"416";"5";"16";"95"
"417";"5";"17";"80"
"418";"5";"18";"15"
"419";"5";"19";"37"
"420";"5";"20";"32"
"421";"5";"21";"71"
"422";"5";"22";"67"
"423";"5";"23";"80"
"424";"5";"24";"11"
"425";"5";"25";"92"
"426";"5";"26";"79"
"427";"5";"27";"35"
"428";"5";"28";"56"
"429";"5";"29";"17"
"430";"5";"30";"61"
"431";"5";"31";"27"
"432";"5";"32";"77"
"433";"5";"33";"89"
"434";"5";"34";"87"
"435";"5";"35";"90"
"436";"5";"36";"36"
"437";"5";"37";"47"
"438";"5";"38";"91"
"439";"5";"39";"99"
"440";"5";"40";"46"
"441";"5";"41";"47"
"442";"5";"42";"34"
"443";"5";"43";"52"
"444";"5";"44";"36"
"445";"5";"45";"88"
"446";"5";"46";"97"
"447";"5";"47";"13"
"448";"5";"48";"68"
"449";"5";"49";"27"
"450";"5";"50";"66"
"451";"5";"51";"34"
"452";"5";"52";"29"
"453";"5";"53";"96"
"454";"5";"54";"27"
"455";"5";"55";"73"
"456";"5";"56";"59"
"457";"5";"57";"31"
"458";"5";"58";"93"
"459";"5";"59";"32"
"460";"5";"60";"43"
"461";"5";"61";"63"
"462";"5";"62";"82"
"463";"5";"63";"85"
"464";"5";"64";"76"
"465";"5";"65";"78"
"466";"5";"66";"10"
"467";"5";"67";"34"
"468";"5";"68";"86"
"469";"5";"69";"15"
"470";"5";"70";"22"
"471";"5";"71";"38"
"472";"5";"72";"74"
"473";"5";"73";"41"
"474";"5";"74";"11"
"475";"5";"75";"18"
"476";"5";"76";"86"
"477";"5";"77";"61"
"478";"5";"78";"47"
"479";"5";"79";"29"
"480";"5";"80";"54"
"481";"5";"81";"86"
"482";"5";"82";"58"
"483";"5";"83";"50"
"484";"5";"84";"14"
"485";"5";"85";"36"
"486";"5";"86";"33"
"487";"5";"87";"94"
"488";"5";"88";"69"
"489";"5";"89";"14"
"490";"5";"90";"81"
"491";"5";"91";"61"
"492";"5";"92";"31"
"493";"5";"93";"45"
"494";"5";"94";"96"
"495";"5";"95";"29"
"496";"5";"96";"77"
"497";"5";"97";"51"
"498";"5";"98";"39"
"499";"5";"99";"78"
"500";"5";"100";"93"
"501";"6";"1";"71"
"502";"6";"2";"64"
"503";"6";"3";"0"
"504";"6";"4";"48"
"505";"6";"5";"48"
"506";"6";"6";"27"
"507";"6";"7";"14"
"508";"6";"8";"91"
"509";"6";"9";"15"
"510";"6";"10";"86"
"511";"6";"11";"78"
"512";"6";"12";"31"
"513";"6";"13";"92"
"514";"6";"14";"20"
"515";"6";"15";"90"
"516";"6";"16";"77"
"517";"6";"17";"60"
"518";"6";"18";"73"
"519";"6";"19";"48"
"520";"6";"20";"90"
"521";"6";"21";"45"
"522";"6";"22";"68"
"523";"6";"23";"33"
"524";"6";"24";"94"
"525";"6";"25";"15"
"526";"6";"26";"56"
"527";"6";"27";"83"
"528";"6";"28";"21"
"529";"6";"29";"53"
"530";"6";"30";"39"
"531";"6";"31";"71"
"532";"6";"32";"13"
"533";"6";"33";"77"
"534";"6";"34";"79"
"535";"6";"35";"92"
"536";"6";"36";"82"
"537";"6";"37";"12"
"538";"6";"38";"99"
"539";"6";"39";"38"
"540";"6";"40";"50"
"541";"6";"41";"72"
"542";"6";"42";"93"
"543";"6";"43";"45"
"544";"6";"44";"68"
"545";"6";"45";"37"
"546";"6";"46";"58"
"547";"6";"47";"46"
"548";"6";"48";"91"
"549";"6";"49";"100"
"550";"6";"50";"41"
"551";"6";"51";"19"
"552";"6";"52";"11"
"553";"6";"53";"96"
"554";"6";"54";"66"
"555";"6";"55";"27"
"556";"6";"56";"32"
"557";"6";"57";"90"
"558";"6";"58";"89"
"559";"6";"59";"33"
"560";"6";"60";"38"
"561";"6";"61";"26"
"562";"6";"62";"90"
"563";"6";"63";"17"
"564";"6";"64";"88"
"565";"6";"65";"63"
"566";"6";"66";"71"
"567";"6";"67";"84"
"568";"6";"68";"47"
"569";"6";"69";"46"
"570";"6";"70";"10"
"571";"6";"71";"84"
"572";"6";"72";"31"
"573";"6";"73";"64"
"574";"6";"74";"81"
"575";"6";"75";"63"
"576";"6";"76";"25"
"577";"6";"77";"13"
"578";"6";"78";"36"
"579";"6";"79";"49"
"580";"6";"80";"86"
"581";"6";"81";"62"
"582";"6";"82";"40"
"583";"6";"83";"18"
"584";"6";"84";"49"
"585";"6";"85";"85"
"586";"6";"86";"31"
"587";"6";"87";"61"
"588";"6";"88";"85"
"589";"6";"89";"45"
"590";"6";"90";"67"
"591";"6";"91";"20"
"592";"6";"92";"54"
"593";"6";"93";"73"
"594";"6";"94";"41"
"595";"6";"95";"79"
"596";"6";"96";"36"
"597";"6";"97";"26"
"598";"6";"98";"63"
"599";"6";"99";"52"
"600";"6";"100";"27"
"601";"7";"1";"100"
"602";"7";"2";"31"
"603";"7";"3";"2"
"604";"7";"4";"100"
"605";"7";"5";"46"
"606";"7";"6";"21"
"607";"7";"7";"80"
"608";"7";"8";"65"
"609";"7";"9";"71"
"610";"7";"10";"89"
"611";"7";"11";"45"
"612";"7";"12";"43"
"613";"7";"13";"39"
"614";"7";"14";"86"
"615";"7";"15";"51"
"616";"7";"16";"36"
"617";"7";"17";"24"
"618";"7";"18";"31"
"619";"7";"19";"13"
"620";"7";"20";"39"
"621";"7";"21";"29"
"622";"7";"22";"26"
"623";"7";"23";"82"
"624";"7";"24";"30"
"625";"7";"25";"49"
"626";"7";"26";"63"
"627";"7";"27";"54"
"628";"7";"28";"41"
"629";"7";"29";"82"
"630";"7";"30";"28"
"631";"7";"31";"77"
"632";"7";"32";"100"
"633";"7";"33";"12"
"634";"7";"34";"34"
"635";"7";"35";"69"
"636";"7";"36";"43"
"637";"7";"37";"77"
"638";"7";"38";"35"
"639";"7";"39";"17"
"640";"7";"40";"43"
"641";"7";"41";"30"
"642";"7";"42";"96"
"643";"7";"43";"100"
"644";"7";"44";"74"
"645";"7";"45";"16"
"646";"7";"46";"100"
"647";"7";"47";"75"
"648";"7";"48";"45"
"649";"7";"49";"98"
"650";"7";"50";"74"
"651";"7";"51";"98"
"652";"7";"52";"34"
"653";"7";"53";"71"
"654";"7";"54";"42"
"655";"7";"55";"25"
"656";"7";"56";"61"
"657";"7";"57";"93"
"658";"7";"58";"65"
"659";"7";"59";"91"
"660";"7";"60";"99"
"661";"7";"61";"77"
"662";"7";"62";"22"
"663";"7";"63";"47"
"664";"7";"64";"30"
"665";"7";"65";"88"
"666";"7";"66";"25"
"667";"7";"67";"81"
"668";"7";"68";"24"
"669";"7";"69";"28"
"670";"7";"70";"50"
"671";"7";"71";"72"
"672";"7";"72";"38"
"673";"7";"73";"29"
"674";"7";"74";"61"
"675";"7";"75";"79"
"676";"7";"76";"94"
"677";"7";"77";"33"
"678";"7";"78";"45"
"679";"7";"79";"70"
"680";"7";"80";"98"
"681";"7";"81";"37"
"682";"7";"82";"100"
"683";"7";"83";"62"
"684";"7";"84";"33"
"685";"7";"85";"16"
"686";"7";"86";"69"
"687";"7";"87";"49"
"688";"7";"88";"98"
"689";"7";"89";"30"
"690";"7";"90";"89"
"691";"7";"91";"35"
"692";"7";"92";"94"
"693";"7";"93";"60"
"694";"7";"94";"95"
"695";"7";"95";"63"
"696";"7";"96";"64"
"697";"7";"97";"68"
"698";"7";"98";"63"
"699";"7";"99";"45"
"700";"7";"100";"53"
"701";"8";"1";"91"
"702";"8";"2";"67"
"703";"8";"3";"4"
"704";"8";"4";"20"
"705";"8";"5";"20"
"706";"8";"6";"75"
"707";"8";"7";"0"
"708";"8";"8";"48"
"709";"8";"9";"73"
"710";"8";"10";"39"
"711";"8";"11";"17"
"712";"8";"12";"40"
"713";"8";"13";"75"
"714";"8";"14";"18"
"715";"8";"15";"68"
"716";"8";"16";"77"
"717";"8";"17";"16"
"718";"8";"18";"59"
"719";"8";"19";"69"
"720";"8";"20";"62"
"721";"8";"21";"19"
"722";"8";"22";"82"
"723";"8";"23";"26"
"724";"8";"24";"32"
"725";"8";"25";"32"
"726";"8";"26";"91"
"727";"8";"27";"45"
"728";"8";"28";"43"
"729";"8";"29";"84"
"730";"8";"30";"22"
"731";"8";"31";"27"
"732";"8";"32";"83"
"733";"8";"33";"73"
"734";"8";"34";"95"
"735";"8";"35";"57"
"736";"8";"36";"83"
"737";"8";"37";"43"
"738";"8";"38";"81"
"739";"8";"39";"89"
"740";"8";"40";"50"
"741";"8";"41";"21"
"742";"8";"42";"64"
"743";"8";"43";"82"
"744";"8";"44";"64"
"745";"8";"45";"35"
"746";"8";"46";"45"
"747";"8";"47";"15"
"748";"8";"48";"95"
"749";"8";"49";"33"
"750";"8";"50";"67"
"751";"8";"51";"52"
"752";"8";"52";"26"
"753";"8";"53";"79"
"754";"8";"54";"95"
"755";"8";"55";"14"
"756";"8";"56";"29"
"757";"8";"57";"42"
"758";"8";"58";"98"
"759";"8";"59";"13"
"760";"8";"60";"63"
"761";"8";"61";"15"
"762";"8";"62";"22"
"763";"8";"63";"64"
"764";"8";"64";"49"
"765";"8";"65";"22"
"766";"8";"66";"27"
"767";"8";"67";"37"
"768";"8";"68";"42"
"769";"8";"69";"63"
"770";"8";"70";"52"
"771";"8";"71";"54"
"772";"8";"72";"66"
"773";"8";"73";"59"
"774";"8";"74";"16"
"775";"8";"75";"89"
"776";"8";"76";"95"
"777";"8";"77";"46"
"778";"8";"78";"88"
"779";"8";"79";"65"
"780";"8";"80";"85"
"781";"8";"81";"28"
"782";"8";"82";"19"
"783";"8";"83";"10"
"784";"8";"84";"50"
"785";"8";"85";"69"
"786";"8";"86";"93"
"787";"8";"87";"81"
"788";"8";"88";"38"
"789";"8";"89";"95"
"790";"8";"90";"82"
"791";"8";"91";"24"
"792";"8";"92";"33"
"793";"8";"93";"83"
"794";"8";"94";"86"
"795";"8";"95";"39"
"796";"8";"96";"22"
"797";"8";"97";"100"
"798";"8";"98";"69"
"799";"8";"99";"11"
"800";"8";"100";"85"
"801";"9";"1";"84"
"802";"9";"2";"89"
"803";"9";"3";"2"
"804";"9";"4";"18"
"805";"9";"5";"47"
"806";"9";"6";"90"
"807";"9";"7";"53"
"808";"9";"8";"33"
"809";"9";"9";"17"
"810";"9";"10";"41"
"811";"9";"11";"36"
"812";"9";"12";"75"
"813";"9";"13";"49"
"814";"9";"14";"58"
"815";"9";"15";"29"
"816";"9";"16";"73"
"817";"9";"17";"38"
"818";"9";"18";"22"
"819";"9";"19";"62"
"820";"9";"20";"10"
"821";"9";"21";"79"
"822";"9";"22";"56"
"823";"9";"23";"11"
"824";"9";"24";"25"
"825";"9";"25";"62"
"826";"9";"26";"82"
"827";"9";"27";"17"
"828";"9";"28";"16"
"829";"9";"29";"56"
"830";"9";"30";"35"
"831";"9";"31";"47"
"832";"9";"32";"66"
"833";"9";"33";"16"
"834";"9";"34";"96"
"835";"9";"35";"31"
"836";"9";"36";"28"
"837";"9";"37";"10"
"838";"9";"38";"99"
"839";"9";"39";"69"
"840";"9";"40";"44"
"841";"9";"41";"59"
"842";"9";"42";"90"
"843";"9";"43";"84"
"844";"9";"44";"36"
"845";"9";"45";"70"
"846";"9";"46";"21"
"847";"9";"47";"50"
"848";"9";"48";"25"
"849";"9";"49";"92"
"850";"9";"50";"80"
"851";"9";"51";"58"
"852";"9";"52";"93"
"853";"9";"53";"46"
"854";"9";"54";"35"
"855";"9";"55";"37"
"856";"9";"56";"85"
"857";"9";"57";"98"
"858";"9";"58";"72"
"859";"9";"59";"38"
"860";"9";"60";"21"
"861";"9";"61";"32"
"862";"9";"62";"93"
"863";"9";"63";"74"
"864";"9";"64";"67"
"865";"9";"65";"86"
"866";"9";"66";"76"
"867";"9";"67";"65"
"868";"9";"68";"23"
"869";"9";"69";"51"
"870";"9";"70";"63"
"871";"9";"71";"24"
"872";"9";"72";"52"
"873";"9";"73";"70"
"874";"9";"74";"88"
"875";"9";"75";"36"
"876";"9";"76";"75"
"877";"9";"77";"76"
"878";"9";"78";"71"
"879";"9";"79";"37"
"880";"9";"80";"96"
"881";"9";"81";"41"
"882";"9";"82";"63"
"883";"9";"83";"78"
"884";"9";"84";"84"
"885";"9";"85";"51"
"886";"9";"86";"63"
"887";"9";"87";"74"
"888";"9";"88";"60"
"889";"9";"89";"18"
"890";"9";"90";"40"
"891";"9";"91";"32"
"892";"9";"92";"87"
"893";"9";"93";"55"
"894";"9";"94";"76"
"895";"9";"95";"18"
"896";"9";"96";"63"
"897";"9";"97";"14"
"898";"9";"98";"16"
"899";"9";"99";"36"
"900";"9";"100";"29"
"901";"10";"1";"23"
"902";"10";"2";"100"
"903";"10";"3";"1"
"904";"10";"4";"43"
"905";"10";"5";"76"
"906";"10";"6";"30"
"907";"10";"7";"55"
"908";"10";"8";"47"
"909";"10";"9";"11"
"910";"10";"10";"87"
"911";"10";"11";"94"
"912";"10";"12";"46"
"913";"10";"13";"57"
"914";"10";"14";"32"
"915";"10";"15";"70"
"916";"10";"16";"39"
"917";"10";"17";"37"
"918";"10";"18";"82"
"919";"10";"19";"73"
"920";"10";"20";"64"
"921";"10";"21";"21"
"922";"10";"22";"33"
"923";"10";"23";"77"
"924";"10";"24";"28"
"925";"10";"25";"42"
"926";"10";"26";"50"
"927";"10";"27";"72"
"928";"10";"28";"44"
"929";"10";"29";"59"
"930";"10";"30";"23"
"931";"10";"31";"21"
"932";"10";"32";"46"
"933";"10";"33";"12"
"934";"10";"34";"100"
"935";"10";"35";"92"
"936";"10";"36";"85"
"937";"10";"37";"35"
"938";"10";"38";"75"
"939";"10";"39";"23"
"940";"10";"40";"85"
"941";"10";"41";"98"
"942";"10";"42";"92"
"943";"10";"43";"16"
"944";"10";"44";"81"
"945";"10";"45";"84"
"946";"10";"46";"88"
"947";"10";"47";"73"
"948";"10";"48";"99"
"949";"10";"49";"79"
"950";"10";"50";"30"
"951";"10";"51";"36"
"952";"10";"52";"59"
"953";"10";"53";"27"
"954";"10";"54";"99"
"955";"10";"55";"30"
"956";"10";"56";"48"
"957";"10";"57";"90"
"958";"10";"58";"34"
"959";"10";"59";"94"
"960";"10";"60";"35"
"961";"10";"61";"65"
"962";"10";"62";"49"
"963";"10";"63";"69"
"964";"10";"64";"55"
"965";"10";"65";"25"
"966";"10";"66";"73"
"967";"10";"67";"79"
"968";"10";"68";"72"
"969";"10";"69";"44"
"970";"10";"70";"10"
"971";"10";"71";"47"
"972";"10";"72";"29"
"973";"10";"73";"72"
"974";"10";"74";"59"
"975";"10";"75";"100"
"976";"10";"76";"34"
"977";"10";"77";"98"
"978";"10";"78";"54"
"979";"10";"79";"34"
"980";"10";"80";"18"
"981";"10";"81";"49"
"982";"10";"82";"78"
"983";"10";"83";"44"
"984";"10";"84";"88"
"985";"10";"85";"35"
"986";"10";"86";"26"
"987";"10";"87";"74"
"988";"10";"88";"49"
"989";"10";"89";"52"
"990";"10";"90";"60"
"991";"10";"91";"29"
"992";"10";"92";"38"
"993";"10";"93";"50"
"994";"10";"94";"46"
"995";"10";"95";"96"
"996";"10";"96";"16"
"997";"10";"97";"78"
"998";"10";"98";"14"
"999";"10";"99";"43"
"1000";"10";"100";"78"
"1001";"11";"1";"25"
"1002";"11";"2";"77"
"1003";"11";"3";"1"
"1004";"11";"4";"59"
"1005";"11";"5";"53"
"1006";"11";"6";"42"
"1007";"11";"7";"0"
"1008";"11";"8";"75"
"1009";"11";"9";"41"
"1010";"11";"10";"25"
"1011";"11";"11";"62"
"1012";"11";"12";"93"
"1013";"11";"13";"90"
"1014";"11";"14";"50"
"1015";"11";"15";"36"
"1016";"11";"16";"47"
"1017";"11";"17";"35"
"1018";"11";"18";"79"
"1019";"11";"19";"87"
"1020";"11";"20";"100"
"1021";"11";"21";"48"
"1022";"11";"22";"44"
"1023";"11";"23";"10"
"1024";"11";"24";"55"
"1025";"11";"25";"58"
"1026";"11";"26";"58"
"1027";"11";"27";"72"
"1028";"11";"28";"71"
"1029";"11";"29";"19"
"1030";"11";"30";"85"
"1031";"11";"31";"92"
"1032";"11";"32";"12"
"1033";"11";"33";"42"
"1034";"11";"34";"72"
"1035";"11";"35";"73"
"1036";"11";"36";"86"
"1037";"11";"37";"62"
"1038";"11";"38";"18"
"1039";"11";"39";"54"
"1040";"11";"40";"73"
"1041";"11";"41";"11"
"1042";"11";"42";"64"
"1043";"11";"43";"43"
"1044";"11";"44";"44"
"1045";"11";"45";"82"
"1046";"11";"46";"21"
"1047";"11";"47";"49"
"1048";"11";"48";"78"
"1049";"11";"49";"76"
"1050";"11";"50";"12"
"1051";"11";"51";"97"
"1052";"11";"52";"66"
"1053";"11";"53";"86"
"1054";"11";"54";"57"
"1055";"11";"55";"87"
"1056";"11";"56";"64"
"1057";"11";"57";"72"
"1058";"11";"58";"62"
"1059";"11";"59";"17"
"1060";"11";"60";"91"
"1061";"11";"61";"11"
"1062";"11";"62";"45"
"1063";"11";"63";"88"
"1064";"11";"64";"12"
"1065";"11";"65";"49"
"1066";"11";"66";"99"
"1067";"11";"67";"32"
